B_0001,Title,Score,Rating,Genre,Directed By,Written By,Box Office,Release Date,Runtime,Studio
B_0189,Conor McGregor: Notorious,54,R,Documentary,Gavin Fitzgerald,NA,NA,NA,95,
B_0190,Home Again,32,PG-13,Comedy,Hallie Meyers-Shyer,Hallie Meyers-Shyer,26353346,2017-09-08,NA,
B_0191,Gook,94,NOT RATED,Drama,Justin Chon,Justin Chon,222191,2017-08-18,94,Samuel Goldwyn Films
B_0192,Crown Heights,78,R,Drama,Matt Ruskin,Matt Ruskin,236439,2017-08-18,99,Amazon Studios and IFC Films
B_0193,Boston,100,NOT RATED,Documentary;Sports & Fitness,Jon Dunham,NA,NA,2017-09-22,114,LA Roma Films
B_0194,The New Radical,58,NOT RATED,Documentary,Adam Bhala Lough,Adam Bhala Lough,NA,2017-12-01,117,
B_0195,Viceroy's House,71,NOT RATED,Art House & International;Drama,Gurinder Chadha,Paul Mayeda Berges;Moira Buffini;Gurinder Chadha,1014067,2017-09-01,107,
B_0196,All Saints,94,PG,Drama,Steve Gomer,Steve Armour,5750509,2017-08-25,108,Sony Pictures / Affirm Films
B_0197,The Crucifixion,0,R,Horror,Xavier Gens,Chad Hayes,NA,NA,90,NA
B_0198,The Trip to Spain,81,NOT RATED,Art House & International;Comedy,Michael Winterbottom,NA,1120322,2017-08-11,111,IFC Films
B_0199,Love and Saucers,80,NOT RATED,Documentary;Mystery & Suspense,Brad Abrahams,NA,NA,NA,67,The Orchard
B_0200,England Is Mine,51,NOT RATED,Art House & International;Documentary;Drama,Mark Gill,William Thacker;Mark Gill,NA,2017-08-25,94,
B_0201,"Manolo, The Boy Who Made Shoes For Lizards",64,NOT RATED,Art House & International;Documentary,Michael Roberts,Michael Roberts,39504,2017-09-15,89,
B_0202,Wolf Warrior II,70,NOT RATED,Action & Adventure;Art House & International;Drama,Jing Wu,Jing Wu;Yi Liu;Qun Dong,2720898,2017-07-28,120,Well Go USA Entertainment
B_0203,4 Days in France (Jours de France),88,NOT RATED,Drama,JÃÂ©rÃÂ´me Reybaud,JÃÂ©rÃÂ´me Reybaud,NA,2017-08-04,141,The Cinema Guild
B_0204,Leatherface,31,R,Horror;Mystery & Suspense,Julien Maury;Alexandre Bustillo,Seth M. Sherwood,NA,2017-10-20,90,
B_0205,Blood Money,50,R,Action & Adventure;Drama;Mystery & Suspense,Lucky McKee,Jared Butler;Lars Norberg,NA,2017-10-13,89,
B_0206,Christmas Inheritance,60,NOT RATED,Drama,Ernie Barbarash,Dinah Eng,NA,2017-12-15,104,
B_0207,Birth of the Dragon,26,PG-13,Action & Adventure;Drama,George Nolfi,Stephen J. Rivele;Christopher Wilkinson,6895695,2017-08-25,91,BH Tilt/WWE Studios
B_0208,Kirk Cameron's Saving Christmas,0,PG,Kids & Family,Darren Doane,Cheston Hervey;Darren Doane,2778297,2014-11-14,80,IPD/Samuel Goldwyn Films
B_0209,Valerian and the City of a Thousand Planets,49,PG-13,Action & Adventure;Drama;Science Fiction & Fantasy,Luc Besson,Luc Besson,40442321,2017-07-21,137,EuropaCorp / STXfilms
B_0210,The Hitman's Bodyguard,40,R,Action & Adventure;Comedy,Patrick Hughes,Tom O'Connor,75020039,2017-08-18,111,Summit Entertainment
B_0211,Tulip Fever,9,R,Drama;Romance,Justin Chadwick,Tom Stoppard,2399374,2017-09-01,107,
B_0212,After Love (L'ÃÂ©conomie du couple),89,NOT RATED,Art House & International;Drama,Joachim Lafosse,Fanny Burdino;Joachim Lafosse;Mazarine Pingeot;Thomas van Zuylen,13621,2017-08-09,100,Distrib Films US
B_0213,Logan Lucky,93,PG-13,Comedy,Steven Soderbergh,Rebecca Blunt,27696504,2017-08-18,119,Fingerprint Releasing / Bleecker Street
B_0214,Lost in Paris (Paris pieds nus),83,NOT RATED,Art House & International;Comedy,Dominique Abel;Fiona Gordon (II),Dominique Abel;Fiona Gordon (II),687696,2017-06-16,83,
B_0215,Better Watch Out,86,R,Drama;Horror;Mystery & Suspense,Chris Peckover,Zack Kahn;Chris Peckover,NA,2017-10-06,99,Well Go USA Entertainment
B_0216,Kepler's Dream,50,NOT RATED,Drama;Kids & Family,Amy Glazer,Amy Glazer;Sylvia Brownrigg;Vijay Rajan;Sedge Thomson,NA,2017-12-01,90,Leomark Studios
B_0217,Love Is Thicker Than Water,43,NOT RATED,Comedy;Romance,Ate de Jong;Emily Harris,Ate de Jong,NA,NA,101,
B_0218,The Women's Balcony (Ismach Hatani),96,NOT RATED,Art House & International;Comedy;Drama,Emil Ben-Shimon,Shlomit Nehama,1187629,2017-03-03,96,Menemsha Films
B_0219,The Osiris Child: Science Fiction Volume One,61,NOT RATED,Drama;Science Fiction & Fantasy,Shane Abbess,Shane Abbess;Brian Cachia,NA,2017-10-06,99,
B_0220,Woodshock,20,R,Drama,Kate Mulleavy;Laura Mulleavy,Kate Mulleavy;Laura Mulleavy,41126,2017-09-22,101,A24 Films
B_0221,Leap!,37,PG,Action & Adventure;Animation;Drama;Kids & Family,Eric Summer;Ãâ°ric Warin,Carol Noble;Eric Summer;Laurent Zeitoun,21797758,2017-08-25,89,The Weinstein Company
B_0222,Beach Rats,85,R,Drama,Eliza Hittman,Eliza Hittman,457847,2017-08-25,95,NEON
B_0223,Rememory,22,PG-13,Drama;Mystery & Suspense;Science Fiction & Fantasy,Mark Palansky,Mark Palansky;Michael Vukadinovich,NA,2017-09-08,111,
B_0224,The Price,73,NOT RATED,Drama,Anthony Onah,Anthony Onah,NA,2017-11-10,92,Samuel Goldwyn Films
B_0225,Savage Dog,63,NOT RATED,Action & Adventure;Drama,Jesse V. Johnson,Jesse V. Johnson,NA,2017-08-04,94,
B_0226,Walk With Me,83,NOT RATED,Art House & International;Documentary,NA,NA,NA,NA,88,NA
B_0227,M.F.A.,67,NOT RATED,Drama;Mystery & Suspense,Natalia Leite,Leah McKendrick,NA,2017-10-13,95,Dark Sky Films
B_0228,The Villainess (Ak-Nyeo),83,NOT RATED,Action & Adventure;Art House & International;Drama,Jeong Byeong-gil;Jung Byoung-gil,Jeong Byeong-gil;Byeong-sik Jung;Jung Yeon-Sik;Jung Byoung-gil,27442,2017-08-25,124,
B_0229,Santoalla,85,NOT RATED,Documentary;Mystery & Suspense,Andrew Becker (II);Daniel Mehrer,NA,NA,2017-07-19,83,Oscilloscope Laboratories
B_0230,Jungle,55,R,Drama;Mystery & Suspense,Greg McLean,Justin Monjo,NA,2017-10-20,115,
B_0231,California Typewriter,100,NOT RATED,Documentary,Doug Nichol,NA,NA,2017-08-18,103,Gravitas Ventures
B_0232,Acts of Vengeance,50,R,Action & Adventure;Drama,Isaac Florentine,Matt Venne,NA,2017-10-27,86,
B_0233,Rift (RÃÂ¶kkur),100,NOT RATED,Drama;Mystery & Suspense;Gay & Lesbian,Erlingur Thoroddsen,Erlingur Thoroddsen,NA,NA,111,Breaking Glass Pictures
B_0234,Cuba And The Cameraman,100,NOT RATED,Documentary,Jon Alpert,Jon Alpert,NA,2017-11-24,113,
B_0235,Voyeur,78,NOT RATED,Documentary,Myles Kane;Josh Koury,NA,NA,2017-10-04,95,
B_0236,Love Beats Rhymes,50,R,Drama;Musical & Performing Arts,RZA,Nicole Jefferson Asher,NA,2017-12-01,106,
B_0237,Amityville: The Awakening,29,R,Horror;Mystery & Suspense,Franck Khalfoun,Franck Khalfoun,NA,2017-10-28,100,
B_0238,The Nut Job 2: Nutty by Nature,13,PG,Animation;Comedy;Kids & Family,Cal Brunker,Cal Brunker;Bob Barlen;Scott Bindley,28342490,2017-08-11,86,Open Road Films
B_0239,Cars 3,68,G,Animation;Comedy;Kids & Family,Brian Fee,Kiel Murray;Bob Peterson;Mike Rich,152603003,2017-06-16,109,Walt Disney Pictures
B_0240,Atomic Blonde,77,R,Action & Adventure;Drama;Mystery & Suspense,David Leitch,Kurt Johnstad,51536935,2017-07-28,115,Focus Features
B_0241,Wind River,87,R,Drama;Mystery & Suspense,Taylor Sheridan,Taylor Sheridan,33782714,2017-08-04,111,
B_0242,The Journey,68,PG-13,Art House & International;Drama,Nick Hamm,Colin Bateman,152460,2017-06-16,94,
B_0243,Whisky Galore,41,NOT RATED,Art House & International;Comedy;Romance,Gillies MacKinnon,Peter McDougall,NA,2017-05-19,98,Whisky Galore Movie Ltd
B_0244,Your Name. (Kimi No Na Wa.),97,PG,Animation;Drama;Romance,Makoto Shinkai,Makoto Shinkai,4676810,2017-04-07,106,FUNimation Films
B_0245,From the Land of the Moon (Mal de pierres),32,R,Art House & International;Drama;Romance,Nicole Garcia,Nicole Garcia;Jacques Fieschi,45457,2017-07-28,116,IFC Films
B_0246,Santa & AndrÃÂ©s,86,NOT RATED,Drama,Carlos Lechuga,Carlos Lechuga,NA,2017-11-10,105,
B_0247,My Journey Through French Cinema (Voyage Ãâ¬ Travers Le CinÃÂ©ma FranÃÂ§ais),100,NOT RATED,Documentary,Bertrand Tavernier,Bertrand Tavernier,52058,2017-06-23,195,Cohen Media Group
B_0248,Good Time,92,R,Drama,Benny Safdie;Joshua Safdie,Joshua Safdie;Ronald Bronstein,1999047,2017-08-25,100,
B_0249,Kedi,98,NOT RATED,Documentary,Ceyda Torun,NA,2807328,2017-02-10,79,Oscilloscope Laboratories
B_0250,It Happened in L.A.,67,NOT RATED,Romance,Michelle Morgan,Michelle Morgan,NA,2017-11-03,97,
B_0251,Landline,74,R,Comedy,Gillian Robespierre,Elisabeth Holm;Gillian Robespierre,940651,2017-07-21,96,Amazon Studios
B_0252,Bitch,68,NOT RATED,Comedy,Marianna Palka,Marianna Palka,NA,2017-11-10,93,
B_0253,Mudbound,96,R,Drama,Dee Rees,Dee Rees;Virgil Williams,NA,2017-11-17,134,
B_0254,Ingrid Goes West,85,R,Comedy,Matt Spicer,Matt Spicer;David Branson Smith,3016057,2017-08-25,97,NEON
B_0255,Brigsby Bear,81,PG-13,Comedy,Dave McCary,Kevin Costello,529426,2017-07-28,97,Sony Pictures Classics
B_0256,The Glass Castle,50,PG-13,Drama,Destin Daniel Cretton,Destin Daniel Cretton;Andrew Lanham,17238739,2017-08-11,127,Lionsgate
B_0257,Julian Schnabel: A Private Portrait,50,NOT RATED,Documentary,Pappi Corsicato,Pappi Corsicato,8679,2017-05-05,84,
B_0258,Overdrive,17,PG-13,Action & Adventure;Drama;Mystery & Suspense,Antonio Negret,Derek Haas;Michael Brandt,NA,2017-10-06,93,
B_0259,A Gray State,100,NOT RATED,Documentary,Erik Nelson,NA,NA,2017-11-03,93,
B_0260,Nails,45,NOT RATED,Art House & International;Horror,Dennis Bartok,Tom Abrams;Dennis Bartok,NA,2017-10-25,85,Dark Sky Films
B_0261,6 Below: Miracle On The Mountain,24,PG-13,Drama;Mystery & Suspense,Scott Waugh,Madison Turner,NA,2017-10-13,89,Dune Entertainment
B_0262,Radius,91,NOT RATED,Art House & International;Mystery & Suspense;Science Fiction & Fantasy,Caroline LabrÃÂ¨che;Steeve LÃÂ©onard,Caroline LabrÃÂ¨che;Steeve LÃÂ©onard,NA,NA,87,NA
B_0263,Almost Friends,29,NOT RATED,Comedy;Drama,Jake Goldberger,Jake Goldberger,NA,2017-11-17,101,
B_0264,Amanda and Jack Go Glamping,40,NOT RATED,Comedy,Brandon Dickerson,Brandon Dickerson,NA,2017-11-10,94,
B_0265,Cook Off!,20,R,Comedy,Guy Shalem;Cathryn Michon,Cathryn Michon;Wendi McLendon-Covey;W. Bruce Cameron,NA,2017-11-17,98,
B_0266,Gold Star,83,NOT RATED,Drama,Victoria Negri,Victoria Negri,NA,2017-11-10,90,Big Vision Creative
B_0267,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",100,NOT RATED,Documentary,Chris Smith,NA,NA,2017-11-17,94,
B_0268,A Christmas Prince,83,NOT RATED,Drama;Romance,NA,NA,NA,2017-11-17,NA,
B_0269,The Dark Tower,16,PG-13,Horror;Science Fiction & Fantasy;Western,Nikolaj Arcel,Nikolaj Arcel;Akiva Goldsman;Anders Thomas Jensen;Jeff Pinkner,50644837,2017-08-04,NA,
B_0270,Spider-Man: Homecoming,92,PG-13,Action & Adventure;Drama;Science Fiction & Fantasy,Jon Watts,John Francis Daley;Christopher Ford;Chris McKenna;Erik Sommers,334166825,2017-07-07,NA,Sony Pictures
B_0271,War for the Planet of the Apes,93,PG-13,Action & Adventure;Drama;Science Fiction & Fantasy,Matt Reeves,Mark Bomback;Matt Reeves,146872826,2017-07-14,140,20th Century Fox
B_0272,Girls Trip,90,R,Comedy;Drama,Malcolm D. Lee,Kenya Barris;Tracy Oliver,115088305,2017-07-21,122,Universal Pictures
B_0273,Kidnap,38,R,Action & Adventure;Drama;Mystery & Suspense,Luis Prieto,Knate Lee,30597319,2017-08-04,82,
B_0274,The Babysitter,75,NOT RATED,Horror,McG,Brian Duffield,NA,2017-10-13,NA,
B_0275,Annabelle: Creation,69,R,Drama;Horror,David F. Sandberg,Gary Dauberman,101788793,2017-08-11,109,New Line Cinema
B_0276,The Emoji Movie,9,PG,Animation;Comedy;Kids & Family,Anthony Leondis,Anthony Leondis;Eric Siegel;Mike White,86053485,2017-07-28,86,Sony Pictures Animation
B_0277,The Meyerowitz Stories (New and Selected),92,NOT RATED,Comedy;Drama,Noah Baumbach,Noah Baumbach,NA,2017-10-13,NA,
B_0278,Red Christmas,47,NOT RATED,Art House & International;Horror;Mystery & Suspense,NA,NA,1927,2017-08-25,82,Artsploitation Films
B_0279,Lady Macbeth,89,R,Art House & International;Drama,William Oldroyd,Alice Birch,1128187,2017-07-14,89,Roadside Attractions
B_0280,The Limehouse Golem,74,NOT RATED,Art House & International;Horror;Mystery & Suspense,Juan Carlos Medina,Jane Goldman,NA,2017-09-08,105,
B_0281,Daguerrotype (Le secret de la chambre noire),46,NOT RATED,Art House & International;Drama;Horror;Science Fiction & Fantasy,Kiyoshi Kurosawa,Kiyoshi Kurosawa,NA,NA,131,
B_0282,"Literally, Right Before Aaron",26,NOT RATED,Comedy;Drama;Romance,Ryan Eggold,Ryan Eggold,NA,2017-09-29,97,Screen Media Films
B_0283,Bushwick,44,NOT RATED,Action & Adventure;Drama,Cary Murnion;Jonathan Milott,Nick Damici;Graham Reznick,NA,2017-08-25,94,
B_0284,Person to Person,49,NOT RATED,Drama,Dustin Guy Defa,Dustin Guy Defa,48347,2017-07-28,84,Magnolia Pictures
B_0285,Newness,69,NOT RATED,Drama,Drake Doremus,Ben York Jones,NA,NA,112,
B_0286,An Inconvenient Sequel: Truth To Power,80,PG,Documentary,Jon Shenk;Bonni Cohen,NA,3456144,2017-07-28,99,Paramount Pictures
B_0287,A Very Sordid Wedding,83,NOT RATED,Comedy,Del Shores,Del Shores,NA,2017-03-10,109,Beard Collins Shores Productions
B_0288,The Midwife (Sage femme),88,NOT RATED,Art House & International;Drama,Martin Provost,Martin Provost,NA,2017-07-21,117,
B_0289,Most Beautiful Island,94,NOT RATED,Drama;Mystery & Suspense,Ana Asensio,Ana Asensio,NA,2017-11-02,80,Glass Eye Pix
B_0290,Wasted! The Story of Food Waste,100,NOT RATED,Documentary,Anna Chai;Nari Kye,NA,NA,2017-10-13,85,
B_0291,Shot Caller,63,R,Action & Adventure;Drama,Ric Roman Waugh,Ric Roman Waugh,NA,2017-08-18,121,Saban Films
B_0292,God of War,78,NOT RATED,Action & Adventure;Art House & International;Drama,Gordon Chan,Xiong Zhaozheng;Maria Wong;Frankie Tam;Wu Mengzhang,52659,2017-06-02,128,Well Go USA Entertainment
B_0293,The Wilde Wedding,29,R,Comedy;Romance,Damian Harris,Damian Harris,NA,2017-09-15,96,
B_0294,One of Us,95,NOT RATED,Documentary,NA,NA,NA,NA,95,
B_0295,Wheelman,89,NOT RATED,Action & Adventure;Mystery & Suspense,Jeremy Rush,Jeremy Rush,NA,2017-10-20,82,Netflix
B_0296,11/8/16,75,NOT RATED,Documentary,Duane Andersen;Yung Chang;Garth Donovan;Vikram Gandhi;Raul Gasteazoro;Andrew Beck Grace;Jamie Goncalves;Alma Har'el;Daniel Junge;Alison Klayman;Martha Shane;Ciara Lacy;Elaine McMillion Sheldon;Bassam Tariq;Don Argott;Sheena M. Joyce;Petra Epperlein;Michael Tucker,NA,NA,2017-11-03,104,Cinetic Media
B_0297,1922,86,NOT RATED,Drama;Mystery & Suspense,Zak Hilditch,Zak Hilditch,NA,2017-10-20,101,
B_0298,Creep 2,100,NOT RATED,Horror;Mystery & Suspense,Patrick Brice,Patrick Brice;Mark Duplass,NA,2017-10-24,80,
B_0299,Patton Oswalt: Annihilation,100,NOT RATED,Comedy,NA,NA,NA,NA,60,
B_0300,Joan Didion: The Center Will Not Hold,91,NOT RATED,Documentary,Griffin Dunne,NA,NA,2017-10-27,94,Netflix
B_0301,Pirates of the Caribbean: Dead Men Tell No Tales,30,PG-13,Action & Adventure;Drama,Espen Sandberg;Joachim RÃÂ¸nning,Jeff Nathanson,172537139,2017-05-26,135,Walt Disney Pictures
B_0302,The Layover,0,R,Comedy,William H. Macy,David Hornsby;Lance Krall,NA,2017-09-01,88,
B_0303,Baby Driver,93,R,Action & Adventure;Drama,Edgar Wright,Edgar Wright,107770367,2017-06-28,113,Sony Pictures
B_0304,Marjorie Prime,90,NOT RATED,Drama;Science Fiction & Fantasy,Michael Almereyda,Michael Almereyda,174051,2017-08-18,97,FilmRise
B_0305,The Survivalist,97,NOT RATED,Art House & International;Drama;Mystery & Suspense;Science Fiction & Fantasy,Stephen Fingleton,Stephen Fingleton,NA,2017-05-19,104,
B_0306,"Top Cat Begins (Don Gato, el inicio de la pandilla)",17,PG,Animation;Art House & International;Comedy;Kids & Family,AndrÃÂ©s Couturier,Douglas Langdale;James Krieg;Jorge RamÃÂ­rez Suarez,139568,2017-09-29,95,Viva Entertainment
B_0307,The House,18,R,Comedy,Andrew Jay Cohen,Andrew Jay Cohen;Brendan O'Brien,25563273,2017-06-30,NA,Warner Bros. Pictures
B_0308,The Book of Henry,20,PG-13,Drama;Mystery & Suspense,Colin Trevorrow,Gregg Hurwitz,4219536,2017-06-16,105,Focus Features
B_0309,Our Souls at Night,92,NOT RATED,Drama,Ritesh Batra,Scott Neustadter;Michael H. Weber,NA,2017-09-29,103,Netflix
B_0310,Realive,77,NOT RATED,Science Fiction & Fantasy,Mateo Gil,Mateo Gil,NA,2017-09-29,112,
B_0311,Maudie,89,PG-13,Art House & International;Drama;Romance,Aisling Walsh,Sherry White,6139048,2017-06-16,115,Sony Pictures Classics
B_0312,Heartstone (Hjartasteinn),80,NOT RATED,Drama,GuÃÂ°mundur Arnar GuÃÂ°mundsson,GuÃÂ°mundur Arnar GuÃÂ°mundsson,NA,2017-09-29,129,
B_0313,Fallen,7,PG-13,Action & Adventure;Drama;Science Fiction & Fantasy;Romance,Scott Hicks,Michael Arlen Ross;Nichole Millard;Kathryn Price;Lauren Kate,NA,2017-09-08,91,
B_0314,The Beguiled,78,R,Drama,Sofia Coppola,Sofia Coppola,10542504,2017-06-30,NA,Focus Features
B_0315,A Ghost Story,91,R,Drama,David Lowery,David Lowery,1594798,2017-07-07,87,Ideaman Studios
B_0316,Wish Upon,16,PG-13,Horror,John R. Leonetti,Barbara Marshall,14301001,2017-07-14,89,Broad Green Pictures
B_0317,The Wizard of Lies,72,NOT RATED,Drama,Barry Levinson,Sam Levinson;John Burnham Schwartz;Samuel Baum,NA,NA,133,
B_0318,Super Dark Times,92,NOT RATED,Drama,Kevin Phillips,Luke Piotrowski;Ben Collins,29759,2017-09-29,102,The Orchard
B_0319,Churchill,49,PG,Drama,Jonathan Teplitzky,Alex von Tunzelmann,1279681,2017-06-02,110,Cohen Media Group
B_0320,Sharknado 5: Global Swarming,33,NOT RATED,Horror;Science Fiction & Fantasy;Television,Anthony C. Ferrante,Thunder Levin,NA,NA,90,Syfy
B_0321,Copwatch,56,NOT RATED,Documentary,Camilla Hall,NA,NA,2017-09-22,99,
B_0322,The Death and Life of Marsha P. Johnson,96,NOT RATED,Documentary,David France,David France;Mark Blaney,NA,2017-10-06,105,Netflix
B_0323,Pilgrimage,67,NOT RATED,Drama,Brendan Muldowney,Jamie Hannigan,NA,2017-08-11,96,
B_0324,Open Water 3: Cage Dive,25,R,Drama;Horror,Gerald Rascionato,Gerald Rascionato,NA,2017-08-11,80,NA
B_0325,Cult of Chucky,82,R,Horror,Don Mancini,Don Mancini,NA,NA,91,
B_0326,Jackals,36,NOT RATED,Horror,Kevin Greutert,Jared Rivet,NA,2017-09-01,87,Shout! Factory Films
B_0327,Don't Sleep,0,NOT RATED,Horror;Mystery & Suspense,Rick Bieber,Rick Bieber,NA,2017-09-29,95,MiNDS i CiNEMA
B_0328,Cold Moon,71,NOT RATED,Mystery & Suspense,Griff Furst,Griff Furst;Jack Snyder,NA,2017-10-06,92,
B_0329,Haunters: The Art of the Scare,100,NOT RATED,Documentary;Horror,Jon Schnitzer,Jon Schnitzer,NA,NA,88,
B_0330,Kingdom of Us,100,NOT RATED,Documentary,Lucy Cohen,NA,NA,2017-10-13,110,
B_0331,The Legend Of 420,100,NOT RATED,Documentary,Peter Spirer,Peter Spirer,NA,2017-10-06,87,
B_0332,The Mummy,16,PG-13,Action & Adventure;Drama;Horror,Alex Kurtzman,David Koepp;Christopher McQuarrie;Dylan Kussman,80072590,2017-06-09,120,Universal
B_0333,47 Meters Down,55,PG-13,Mystery & Suspense,Johannes Roberts,Johannes Roberts;Ernest Riera,44305642,2017-06-16,89,Entertainment Studios Motion Pictures
B_0334,Captain Underpants: The First Epic Movie (Captain Underpants),86,PG,Animation;Comedy,David Soren,Nicholas Stoller,73895861,2017-06-02,84,20th Century Fox
B_0335,Wonder Woman,92,PG-13,Action & Adventure;Drama;Science Fiction & Fantasy,Patty Jenkins,Allan Heinberg;Zack Snyder;Jason Fuchs,412400625,2017-06-02,141,Warner Bros. Pictures
B_0336,First They Killed My Father,89,NOT RATED,Drama,Angelina Jolie,Angelina Jolie;Loung Ung,NA,2017-09-15,NA,
B_0337,Queen of the Desert,17,PG-13,Drama;Special Interest,Werner Herzog,Werner Herzog,NA,2017-04-07,127,IFC Films
B_0338,The Devil's Candy,90,NOT RATED,Drama;Horror,Sean Byrne,Sean Byrne,NA,2017-03-17,80,
B_0339,The Treasure,94,NOT RATED,Comedy,Corneliu Porumboiu,Corneliu Porumboiu,16156,2016-01-08,89,NA
B_0340,Transformers: The Last Knight,16,PG-13,Action & Adventure;Drama;Science Fiction & Fantasy,Michael Bay,Ken Nolan;Matt Holloway;Art Marcum,130104634,2017-06-21,NA,Paramount Pictures
B_0341,Man in Red Bandana,63,PG-13,Documentary,Matthew J. Weiss,NA,NA,2017-09-08,85,Verdi Productions
B_0342,The Bad Batch,42,R,Drama,Ana Lily Amirpour,Ana Lily Amirpour,180851,2017-06-23,115,NEON
B_0343,Jesus,82,NOT RATED,Art House & International;Drama,Fernando Guzzoni,Fernando Guzzoni,NA,2017-09-01,85,Burning Blue
B_0344,Soul on a String,88,NOT RATED,Art House & International;Drama,Zhang Yang,Zhang Yang;Tashi Dawa,3555,2017-05-19,142,NA
B_0345,Citizen Jane: Battle for the City,94,NOT RATED,Documentary,Matt Tyrnauer,NA,305048,2017-04-21,92,
B_0346,It Stains the Sands Red,58,NOT RATED,Horror,Colin Minihan,Colin Minihan;Stuart Ortiz,NA,2017-07-28,92,
B_0347,The Big Sick,98,R,Comedy;Romance,Michael Showalter,Kumail Nanjiani;Emily V. Gordon,42824653,2017-07-14,119,Amazon Studios
B_0348,The Little Hours,78,R,Comedy,Jeff Baena,Jeff Baena,1623366,2017-06-30,90,
B_0349,Strong Island,100,NOT RATED,Documentary,NA,NA,NA,2017-09-15,107,
B_0350,The Hero,78,R,Drama,Brett Haley,Brett Haley;Marc Basch,4077270,2017-06-09,93,
B_0351,Buena Vista Social Club: Adios,70,PG,Documentary,Lucy Walker,NA,118253,2017-05-26,111,
B_0352,Manifesto,78,NOT RATED,Art House & International;Drama,Julian Rosefeldt,Julian Rosefeldt,161101,2017-05-10,95,
B_0353,It Comes At Night,88,R,Drama;Horror,Trey Edward Shults,Trey Edward Shults,13985117,2017-06-09,91,A24
B_0354,The Good Catholic,45,PG-13,Comedy;Drama;Romance,Paul Shoulberg,Paul Shoulberg,NA,2017-09-08,96,
B_0355,Easy Living,71,NOT RATED,Comedy;Drama;Mystery & Suspense,Adam Keleman,Adam Keleman,NA,2017-09-15,80,Gravitas Ventures
B_0356,Last Rampage,56,R,Drama,Dwight H. Little,Ãlvaro RodrÃÂ­guez,NA,2017-09-22,93,
B_0357,Footnotes (Sur quel pied danser),67,NOT RATED,Comedy;Musical & Performing Arts,Kostia Testut;Paul Calori,Kostia Testut;Paul Calori,5900,2017-07-14,85,Monument Releasing
B_0358,Crash Pad,54,R,Comedy,Kevin Tent,Jeremy Catalino,NA,2017-10-27,93,
